date,usd,euro,yen,rupee
08-01-1979,223.1,136.38,44436.22,1841.33
09-01-1979,224,137.29,44045.61,1822.52
10-01-1979,220.7,135.48,43366.38,1803.5
11-01-1979,220.65,135.94,43770.55,1814.57
12-01-1979,217.6,134.08,42837.13,1782.62
15-01-1979,216.85,133.83,42795.27,1782.01
16-01-1979,220.65,135.62,43225.85,1796.52
17-01-1979,227.25,139.22,44349.65,1842.06
18-01-1979,231.75,141.66,44823.37,1861.74
19-01-1979,230.55,141.14,46908.77,1940.75
22-01-1979,235,144,46387.41,1886.87
23-01-1979,230,141.14,45633.13,1895.37
24-01-1979,236.1,144.69,46372.42,1926.08
25-01-1979,233.85,143.98,46890.28,1937.79
26-01-1979,235.45,144.64,46801.3,1929.26
29-01-1979,235.2,145.25,46917.32,1886.95
30-01-1979,233.5,144.09,46907.17,1921.57
31-01-1979,233.7,144.84,45160.33,1840.82
01-02-1979,229.35,142.85,47160.45,1927.14
02-02-1979,230.3,143.48,46328.34,1907.37
05-02-1979,243.1,150.26,47766.02,1971.85
06-02-1979,244.5,150.8,48317.7,1996.78
07-02-1979,251.6,153.67,48835.68,2030.96
08-02-1979,250.5,153.49,50293.31,2081.04
09-02-1979,246.75,151.3,48548.55,2000.87
12-02-1979,244.25,150.01,49820.36,2046.37
13-02-1979,240.6,148.1,48714.8,2000.6
14-02-1979,240.65,148.25,47638.54,1946.67
15-02-1979,247.75,152.37,49146.71,2008.3
16-02-1979,247.05,152.19,49351.91,2016.69
19-02-1979,248.1,152.84,50094.5,2047.39
20-02-1979,247,152.24,49921.71,2032.39
21-02-1979,250.75,154.63,50398.61,2039.17
22-02-1979,252.35,155.4,50607.37,2052.67
23-02-1979,251,154.44,50405.39,2041.96
26-02-1979,248.6,152.73,50592.58,2034.48
27-02-1979,247.9,152.46,50111.39,2012.67
28-02-1979,251.3,154.64,50209.08,2011.68
01-03-1979,248.8,153.27,50821.01,2023.86
02-03-1979,248,152.83,50920.81,2020.48
05-03-1979,238.15,147.01,49760.54,1972.05
06-03-1979,239.75,147.91,48982.65,1941.23
07-03-1979,242.25,149.08,49423,1953.97
08-03-1979,239.2,147.09,48791.81,1919.78
09-03-1979,241,148.43,49315.21,1938.05
12-03-1979,240,148.01,49652.41,1939.69
13-03-1979,239.1,147.76,50063.34,1963.4
14-03-1979,239.5,147.76,49758.35,1969.91
15-03-1979,240.1,148.22,49673.74,1970.06
16-03-1979,244,150.77,49687,1972.92
19-03-1979,242.25,149.66,50584.67,2016.94
20-03-1979,242.1,149.41,50126.49,1991.55
21-03-1979,239.9,148.28,49778.12,1977.71
22-03-1979,242.85,149.85,49959.64,1997.98
23-03-1979,242.5,149.7,49816.19,1987.49
26-03-1979,245.25,150.98,50353.08,1989.92
27-03-1979,244.35,150.72,51005.19,2006.21
28-03-1979,244.4,150.69,50684.14,1988.91
29-03-1979,241.5,149.12,50335.83,1966.02
30-03-1979,240.1,148.04,50274.29,1940.16
02-04-1979,239.7,148.52,50844.06,1948.09
03-04-1979,240,148.77,51208.13,1942.59
04-04-1979,239.75,148.51,51481.05,1940.84
05-04-1979,240.65,149.14,51850.43,1939.47
06-04-1979,239.75,148.52,51488.37,1922.7
09-04-1979,240.2,149.87,51461.34,1957.59
10-04-1979,239.75,149.27,50895.09,1946.32
11-04-1979,238.35,148.25,50867.47,1956.22
12-04-1979,233.95,145.91,50311.23,1917.55
13-04-1979,233.95,145.88,50311.23,1917.55
16-04-1979,233.95,145.88,50311.23,1917.55
17-04-1979,231.9,144.82,50326.73,1897.5
18-04-1979,233.2,145.35,50551.03,1931.54
19-04-1979,240.9,149.87,52131.66,1980.31
20-04-1979,236.4,147.67,51974.41,1965.59
23-04-1979,236.85,147.78,51665.49,1953.91
24-04-1979,239.7,149.25,52353.13,1982.11
25-04-1979,241.8,150.41,52722.45,2020.73
26-04-1979,242.2,150.7,52836.38,2025.1
27-04-1979,243.7,151.15,53323.18,2016.6
30-04-1979,245.3,152.76,54144.57,2013.1
01-05-1979,247.3,152.8,54994.56,2044.71
02-05-1979,246.3,153.16,55508.85,2036.12
03-05-1979,246.5,153.28,55244.06,2019.55
04-05-1979,248.45,154.48,54691.29,2034.54
07-05-1979,248.45,154.48,54691.29,2034.54
08-05-1979,248.95,154.76,56574.9,2065.99
09-05-1979,247.95,154.12,52685.41,2039.57
10-05-1979,252.25,157.08,53975.2,2096.63
11-05-1979,251.5,156.73,54146.96,2103.3
14-05-1979,251,156.42,53537.46,2089.98
15-05-1979,255.5,159.57,54229.82,2066.64
16-05-1979,256.5,160.1,54922.95,2090.69
17-05-1979,256.8,160.68,55795.87,2107.23
18-05-1979,256.4,161.08,56328.17,2115.46
21-05-1979,262,164.85,57123.69,2148.92
22-05-1979,265.4,166.79,58180.64,2181.38
23-05-1979,264.15,165.89,57750.83,2154.46
24-05-1979,263.75,165.43,57519.28,2155.38
25-05-1979,270.6,170,59393.01,2215.71
28-05-1979,270.6,169.99,59393.01,2215.71
29-05-1979,273.8,172.21,61318.27,2259.99
30-05-1979,270.25,169.65,60036.88,2228.63
31-05-1979,274.6,172,61057.09,2253.41
01-06-1979,275.1,172.68,61222.17,2244.73
04-06-1979,272.9,171.04,60143.81,2215.48
05-06-1979,274.75,172.29,60913.26,2230.97
06-06-1979,280,175.7,61851.48,2277.73
07-06-1979,276.05,173.15,61289.15,2275.69
08-06-1979,280,175.45,60878.73,2262.95
11-06-1979,282.35,176.98,61768.21,2297.86
12-06-1979,277.75,173.99,61274.02,2244.19
13-06-1979,276.6,173.07,60790.57,2208.46
14-06-1979,279,174.47,61359.15,2238.78
15-06-1979,280,174.13,61190.07,2257.8
18-06-1979,278,172.81,61551.66,2263.05
19-06-1979,280.3,172.97,61040.1,2238.92
20-06-1979,281.35,173.13,61423.72,2240.93
21-06-1979,282.3,173.45,61430.43,2232.8
22-06-1979,283.45,173.68,60816.15,2274.3
25-06-1979,283.85,172.89,60879.62,2275.74
26-06-1979,281.45,172.23,60781.43,2263.2
27-06-1979,281.8,172.09,60768.25,2251.79
28-06-1979,275.9,168.39,60922.36,2240.68
29-06-1979,277.5,169.03,60161.4,2190.55
02-07-1979,282.5,172.26,61572.11,2252.74
03-07-1979,281.35,171.44,61559.81,2210.03
04-07-1979,283.5,172.12,61420.92,2199.33
05-07-1979,288.25,174.68,62193.33,2221.23
06-07-1979,290.25,176.45,63156.55,2257.97
09-07-1979,287.85,175.53,63192.96,2328.72
10-07-1979,290.5,176.61,63110.59,2307.18
11-07-1979,290.3,175.8,63196.57,2300.81
12-07-1979,290.75,176.13,63164.43,2306.77
13-07-1979,287.45,174.13,62730.71,2288.56
16-07-1979,292.8,176.89,63166.98,2297.37
17-07-1979,296.3,178.16,64137.25,2307.73
18-07-1979,302.15,181.13,64895.16,2358.62
19-07-1979,299.15,179.47,64755.67,2344.43
20-07-1979,298.75,180.51,64874.21,2353.48
23-07-1979,304.9,183.26,65495.3,2365.21
24-07-1979,305.25,183.27,65716.24,2362.5
25-07-1979,303.35,182.68,65194.28,2339.04
26-07-1979,305.2,183.91,65100.5,2331.01
27-07-1979,305.8,184.56,65782.55,2367.26
30-07-1979,301.4,182.35,66160.16,2359.38
31-07-1979,296.45,179.68,63972.92,2354.14
01-08-1979,290.1,175.64,62918.9,2297.66
02-08-1979,291.5,176.3,63431.67,2315.2
03-08-1979,286.5,173.57,62575.1,2278.14
06-08-1979,282.7,171.07,62104.33,2298.31
07-08-1979,285.1,172.69,61136.2,2282.56
08-08-1979,289,174.96,62136.97,2322.34
09-08-1979,297.1,179.36,63273.25,2346.46
10-08-1979,303.75,183.46,65453.44,2416.06
13-08-1979,298.75,180.6,65892.89,2437.15
14-08-1979,292,176.8,63535.89,2352.55
15-08-1979,301.85,182.82,65116.21,2409.82
16-08-1979,297.85,180.26,64350.69,2391.36
17-08-1979,300.55,181.98,64911.39,2413.45
20-08-1979,298.75,180.89,65015.91,2412.18
21-08-1979,300.5,181.99,65064.06,2421.64
22-08-1979,311,188.18,68362.95,2516.31
23-08-1979,310.05,187.54,67814.14,2494.21
24-08-1979,314.75,190.31,69005.75,2524.93
27-08-1979,314.75,190.31,69005.75,2524.93
28-08-1979,316.75,191.73,69720.07,2519.07
29-08-1979,315.2,190.67,69669.4,2497.1
30-08-1979,319.15,193.34,70216.85,2542.15
31-08-1979,315.1,190.38,69957.47,2527.65
03-09-1979,322.9,195.21,70663.6,2545.31
04-09-1979,325,196.34,71652.32,2594.12
05-09-1979,329,198.56,72842.19,2629.23
06-09-1979,335.5,201.76,75211.04,2717.47
07-09-1979,329.15,197.74,73062.7,2637.19
10-09-1979,336.3,201.8,74343.57,2684.61
11-09-1979,339.5,204.14,75034.56,2708.36
12-09-1979,337.1,202.6,74927.97,2718.2
13-09-1979,332.95,200.52,74863.16,2722.74
14-09-1979,345.8,208.27,77158.8,2801.74
17-09-1979,351.75,211.64,78404.26,2875.37
18-09-1979,375.75,226,83085.72,3040.16
19-09-1979,369,221.68,84013.09,3090.12
20-09-1979,380,225.5,82666.75,3062.96
21-09-1979,369,218.73,82970.35,3040.67
24-09-1979,380.4,225.76,84025.4,3090.1
25-09-1979,376.7,223.65,83744.28,3072.22
26-09-1979,373.75,221.44,81538.74,2988.2
27-09-1979,395.5,232.67,86286.79,3091.55
28-09-1979,397.25,233.23,89088.49,3190.26
01-10-1979,414.75,243.27,89971.75,3220.04
02-10-1979,426,251.66,98479.66,3530.13
03-10-1979,402,237.98,93915.8,3392.3
04-10-1979,384,227.75,88097.56,3191.91
05-10-1979,385,228.52,82378.01,2981.63
08-10-1979,372,224.06,85049.95,3097.68
09-10-1979,385.8,233.04,85177.05,3081.95
10-10-1979,413,247.46,92305.78,3322.83
11-10-1979,401.5,241.06,90552.16,3256.38
12-10-1979,395,237.4,88219.69,3162.82
15-10-1979,402.9,242.74,92023.66,3288.68
16-10-1979,394.25,237.97,92475.91,3262.31
17-10-1979,386,233.32,90520.28,3174.26
18-10-1979,380.5,229.4,88734.1,3127.18
19-10-1979,393,236.93,89644.5,3178.34
22-10-1979,392,236.85,92412.14,3265.93
23-10-1979,385,233.43,91351.03,3229.49
24-10-1979,395,238.99,91215.14,3210.33
25-10-1979,391.8,236.8,91551.53,3225.43
26-10-1979,375,227.05,87847.48,3104.35
29-10-1979,374,227.05,88354.14,3110.71
30-10-1979,377.6,229.12,89523.83,3134.04
31-10-1979,382,231.45,90261.12,3142.6
01-11-1979,378.5,229.08,90343.69,3148.67
02-11-1979,372.8,224.9,87451.5,3101.88
05-11-1979,381,229.5,89567.25,3136.91
06-11-1979,384.3,232.42,91293.84,3191.56
07-11-1979,395,237.68,94304.41,3220.25
08-11-1979,389.5,235.34,94877.78,3251.29
09-11-1979,389.5,235.21,94910.28,3220.07
12-11-1979,393.25,237.98,97156.08,3216.62
13-11-1979,387.2,234.05,95666.84,3180.05
14-11-1979,390,234.56,94744.93,3147.85
15-11-1979,386,232.2,95632.21,3100.85
16-11-1979,390.35,234.16,95286.95,3072.23
19-11-1979,389.85,232.51,95623.36,3136.8
20-11-1979,387.75,231.48,95814.65,3150.63
21-11-1979,396.15,235.64,98469.92,3204.94
22-11-1979,393.15,234.26,98227.78,3189.66
23-11-1979,392,233.75,97141.7,3167.58
26-11-1979,395.25,234.97,98613.57,3171.99
27-11-1979,393.75,233.94,98172.37,3178.67
28-11-1979,411.2,244.13,100859.32,3250.59
29-11-1979,411.7,243.78,102304.18,3286.54
30-11-1979,415.65,244.87,104134.1,3310.29
03-12-1979,428.75,250.15,106564.92,3392.28
04-12-1979,431.2,253.44,107709.58,3520.03
05-12-1979,426.4,252.6,104888.52,3473.04
06-12-1979,433.75,256.43,105700,3513.05
07-12-1979,430.4,255.91,103067.19,3512.48
10-12-1979,431.15,256.1,100364.82,3521.22
11-12-1979,445.5,262.89,103219.2,3583.37
12-12-1979,446.25,263,106939.65,3648.78
13-12-1979,458.8,270.17,110462.49,3701.55
14-12-1979,456.8,269.8,111349.72,3713.98
17-12-1979,469.5,276.99,109990.88,3739.68
18-12-1979,477.75,281.22,113394.49,3832.28
19-12-1979,488.5,287.18,117981.95,3988.04
20-12-1979,471.5,277.57,112844.09,3863.07
21-12-1979,473.1,278.61,113275.72,3839.08
24-12-1979,473.1,277.44,113218.97,3831.69
25-12-1979,473.1,277.44,113218.97,3831.69
26-12-1979,473.1,277.44,113218.97,3831.69
27-12-1979,473.1,275.92,121724.64,4033.71
28-12-1979,512,299.02,123650.71,4106.49
31-12-1979,512,299.12,125630.27,4189.64
01-01-1980,512,299.12,125630.27,4189.64
02-01-1980,559.5,325.32,133142.75,4438.86
03-01-1980,634,368.66,150523.23,5023.01
04-01-1980,588,342.56,139976.87,4742.19
07-01-1980,633.5,368.22,146612.52,4985.1
08-01-1980,610,355.16,144534.46,4852.79
09-01-1980,607.2,353.19,140712.22,4746.35
10-01-1980,602.85,351.34,143335.49,4832.57
11-01-1980,623,363.71,144022.17,4851.16
14-01-1980,660,385.03,152960.9,5113.87
15-01-1980,684,400.37,163350.73,5385.81
16-01-1980,760,444.09,182227.21,6066.57
17-01-1980,750,438.5,174614.59,5751.92
18-01-1980,835,487.96,197571.03,6496.22
21-01-1980,850,497.88,203368.35,6710.04
22-01-1980,737.5,433.05,182912.24,6074.46
23-01-1980,695,407.36,154157.64,5166.88
24-01-1980,717,420.84,170461.3,5660.96
25-01-1980,668,392.36,165544.62,5533.18
28-01-1980,624,367.71,151060.72,5066.12
29-01-1980,674.25,397.03,161914.93,5432.16
30-01-1980,691,406.28,168187.86,5616.57
31-01-1980,653,385.01,159889.73,5329.61
01-02-1980,676.5,398.89,162339.94,5385.32
04-02-1980,669.75,394.51,161421.16,5330.72
05-02-1980,682,401.55,158624.5,5243.79
06-02-1980,709,416,167040.14,5467.27
07-02-1980,699.25,411.02,169113.17,5560.17
08-02-1980,692,407.18,166396.37,5443.78
11-02-1980,710.5,416.94,172540.38,5636.62
12-02-1980,694.5,408.16,170027.71,5567.6
13-02-1980,696.75,408.22,168263.82,5475.31
14-02-1980,682,399.78,167463.92,5405.72
15-02-1980,667,391.86,163960.37,5352.19
18-02-1980,661.5,388.97,162932.83,5260.19
19-02-1980,652.25,385.06,162367.07,5292.9
20-02-1980,606,357.55,153816.75,4980.62
21-02-1980,665,392.31,158940.79,5138.4
22-02-1980,630,373.37,159073.89,5138.14
25-02-1980,616.5,366.23,155220.79,4992.86
26-02-1980,642.25,381.78,157881.53,5092.09
27-02-1980,636,377.81,156184.59,5022.32
28-02-1980,646,383.84,158453.03,5097.43
29-02-1980,637,381.48,161055.96,5138.08
03-03-1980,633.75,380.82,157829.42,5159.64
04-03-1980,631.25,380.24,155964.8,5137.15
05-03-1980,643.5,387.82,158456.88,5200.39
06-03-1980,626,378.59,157449.72,5143.98
07-03-1980,609,368.65,149300.29,4893.18
10-03-1980,585,355.97,149108.16,4909.16
11-03-1980,570.25,347.63,140653.23,4616.08
12-03-1980,585.7,356.17,144158.71,4709.74
13-03-1980,556.5,340.69,142477.01,4667.46
14-03-1980,523,322.58,125192.69,4093.85
17-03-1980,484,304.93,119725.48,3933.37
18-03-1980,481.5,303.63,117851.96,3844.19
19-03-1980,527,331.56,127738.32,4181.66
20-03-1980,561,351.56,139356.81,4553.65
21-03-1980,525,331.04,133167.03,4367.78
24-03-1980,558.25,353.79,135532.96,4440.95
25-03-1980,547.25,347.96,136687.02,4474.39
26-03-1980,507.5,322.01,130771.97,4272.94
27-03-1980,485.25,311.55,121527.98,3975.03
28-03-1980,490,315.84,122274.67,4010.51
31-03-1980,494.5,321.56,125800.01,4155.35
01-04-1980,509.5,335.24,131003.56,4239.39
02-04-1980,500.5,326.94,125713.3,4064.9
03-04-1980,485.75,317.99,126416.88,4037.07
04-04-1980,485.75,317.99,126416.88,4037.07
07-04-1980,485.75,317.99,126416.88,4037.07
08-04-1980,528,343.68,134324.73,4211.69
09-04-1980,554,352.08,138631.98,4425.36
10-04-1980,526,333.39,135307.19,4354.69
11-04-1980,530.5,335.36,134605.42,4296.35
14-04-1980,529.75,333.99,133915.45,4289.65
15-04-1980,497.5,317.79,125263.77,4016.33
16-04-1980,520,327.56,128027.81,4108.51
17-04-1980,513,321.65,127300.13,4118.01
18-04-1980,515.6,323.45,127464.09,4127.04
21-04-1980,506,316.63,127982.29,4095.66
22-04-1980,502.4,315.55,123652.72,3964.22
23-04-1980,506.5,313.01,124073.82,4009.99
24-04-1980,515.7,317.75,125400.88,4089.54
25-04-1980,551.5,338.96,135211.01,4369.92
28-04-1980,524.25,320.27,129141.76,4230.5
29-04-1980,513.75,314.16,122713.24,4084.79
30-04-1980,518,317.27,124139.12,4155.21
01-05-1980,490,300.13,121972.01,4060.12
02-05-1980,512.5,316.66,122553.82,4065.53
05-05-1980,512.5,316.66,122553.82,4065.53
06-05-1980,512.5,312.37,119955.66,4089.61
07-05-1980,510,310.19,118039.8,4035.04
08-05-1980,515.75,314.84,119896.28,4060.25
09-05-1980,508.25,312.68,118309.93,4062.02
12-05-1980,513.25,313.4,115682.01,4027.61
13-05-1980,512,312.51,115744.66,4041.1
14-05-1980,525,320.07,118041.74,4089.65
15-05-1980,517,314.89,117466.07,4061.27
16-05-1980,516.5,315.56,118404.77,4089.82
19-05-1980,513.75,314.62,117862.8,4071.62
20-05-1980,507.75,311.06,115489.43,4029.38
21-05-1980,513.5,312.21,114978.9,3987.75
22-05-1980,501,304.37,113637.31,4115.67
23-05-1980,511.25,309.12,112876.09,3968.62
26-05-1980,511.25,309.12,112876.09,3968.62
27-05-1980,514.8,308.53,112688.01,3915.44
28-05-1980,526.5,316.67,117061.55,4075.74
29-05-1980,519.6,313.15,116567.3,4068.39
30-05-1980,535.5,323.09,118403.69,4152.26
02-06-1980,561.5,339.08,125847.08,4419.7
03-06-1980,552.5,333.84,123342.56,4407.84
04-06-1980,571.5,344.39,125695.12,4478.8
05-06-1980,581.75,350.63,127974.99,4573.12
06-06-1980,597,358.18,130788.57,4606.79
09-06-1980,623.75,373.88,135856.03,4897.75
10-06-1980,604,362.21,130892.83,4756.93
11-06-1980,596,358.14,129475.35,4676.55
12-06-1980,590,354.38,127579,4617.15
13-06-1980,608.4,364.02,131880.71,4768.46
16-06-1980,595,357.36,129344.11,4690.62
17-06-1980,591.75,356.3,127674.46,4646.33
18-06-1980,602.5,362.21,130739.76,4732.04
19-06-1980,599,360.39,129368.3,4691.67
20-06-1980,602.9,362.79,131053.75,4742.9
23-06-1980,596.5,358.53,128768.68,4662.13
24-06-1980,603,363.04,129900.84,4710.47
25-06-1980,622.5,374.57,135572.38,4889.56
26-06-1980,624.5,375.73,135432.05,4877.3
27-06-1980,637.5,383.61,137358.75,4937
30-06-1980,653.5,392.72,145558.85,5150.43
01-07-1980,660,396.81,143974.24,5102.19
02-07-1980,661.5,397.86,146799.69,5235.04
03-07-1980,663.5,398.78,145779.56,5198.66
04-07-1980,666.5,399.04,146398.27,5193.63
07-07-1980,667.5,397.46,145015.03,5107.66
08-07-1980,687.5,408.84,150884.41,5353.55
09-07-1980,671,399.38,148000.11,5271.49
10-07-1980,656.5,390.55,144309.64,5165.92
11-07-1980,667,397.05,144390.87,5147.9
14-07-1980,650,387.23,141627.4,5031.39
15-07-1980,619.5,370.26,135910.87,4828.31
16-07-1980,624.75,372.87,136679.38,4856.55
17-07-1980,627.25,372.97,137765.28,4883.37
18-07-1980,606,362.02,134356.8,4741.97
21-07-1980,617.5,368.06,136397.61,4803.91
22-07-1980,613,364.44,135142.04,4726.75
23-07-1980,631.25,375.55,141516.39,4891.77
24-07-1980,643,381.77,141870.46,4894.39
25-07-1980,651.75,387.39,147061.5,5038.61
28-07-1980,643.5,383.11,145257.79,4958.84
29-07-1980,646.75,387.63,146432.26,5038.03
30-07-1980,629,380.12,144591.44,5002.75
31-07-1980,614.25,372.37,140586.52,4813.23
01-08-1980,622,379.26,145223.98,5013.99
04-08-1980,630.75,383,140612.5,4846.42
05-08-1980,630.5,381.27,142246.52,4892.37
06-08-1980,627.75,378.31,141578.01,4851.17
07-08-1980,629.5,381.67,142816.15,4913.84
08-08-1980,630,382.11,142898.21,4902.9
11-08-1980,617,374.78,138793.65,4769.37
12-08-1980,605,367.18,136668.6,4762.27
13-08-1980,615.25,373.5,137968.41,4776.44
14-08-1980,626,381.24,139857.25,4830.48
15-08-1980,624.5,380.01,141214.88,4845.58
18-08-1980,612.25,374.39,137902.22,4719.26
19-08-1980,624,382.52,139299.31,4847.06
20-08-1980,634.75,388.59,139604.69,4846.25
21-08-1980,645.25,395.41,143909.82,4981.63
22-08-1980,639.2,393.69,143086.95,4966.83
25-08-1980,639.2,393.69,143086.95,4966.83
26-08-1980,628.85,386.84,137957.25,4871.63
27-08-1980,633.85,389.48,139056.46,4884.04
28-08-1980,635.3,388.38,138170.21,4915.7
29-08-1980,631.25,386.52,138824.34,4903.62
01-09-1980,628.75,384.19,136452.82,4823.32
02-09-1980,640,389.68,136488.83,4860.02
03-09-1980,636.75,387.28,137971.97,4905.66
04-09-1980,647.25,393.64,138292.69,4905.3
05-09-1980,651,396.91,141116.7,5000.6
08-09-1980,672,409.01,143066.01,5073.15
09-09-1980,670.5,408.45,146073.21,5233.45
10-09-1980,686.5,418,148590.58,5306.26
11-09-1980,674,410.18,144974.39,5212.18
12-09-1980,685.5,417.83,147776.35,5343.69
15-09-1980,666.5,406.83,142944.92,5195.95
16-09-1980,668,408.09,141323.95,5192.01
17-09-1980,673,410.48,143718.92,5239.73
18-09-1980,672,411.78,143560.69,5228.49
19-09-1980,674,414.08,142223.34,5231.27
22-09-1980,710,437.7,150001.76,5375.06
23-09-1980,711,439.62,157145.59,5587.25
24-09-1980,710.5,436.05,152676.69,5513.09
25-09-1980,697.75,429.08,151344.42,5467.41
26-09-1980,698.75,431.24,147442.41,5413.61
29-09-1980,679.25,420.63,145891.76,5325.98
30-09-1980,666.75,412.83,141296.4,5211.3
01-10-1980,682,421.52,141606.58,5267.79
02-10-1980,665.75,412.11,140546.83,5249.43
03-10-1980,660.5,408.97,139145.8,5202.82
06-10-1980,675.5,415.79,139592.54,5185.5
07-10-1980,678.15,418.72,141894.02,5265.47
08-10-1980,677,417.58,140550.28,5223.45
09-10-1980,690,425.97,142340.86,5273.95
10-10-1980,685.25,422.79,142828.35,5276.01
13-10-1980,679.75,420.03,141545.73,5254.99
14-10-1980,668.5,414.51,139221.52,5211.22
15-10-1980,678,422.02,140155.35,5230.4
16-10-1980,674,420.06,140202.25,5187.96
17-10-1980,670.5,420.34,139040.83,5145.15
20-10-1980,657,415.45,138580.08,5075.8
21-10-1980,652.5,412.84,135711.22,5026.99
22-10-1980,660,417.88,138129.45,5079.07
23-10-1980,634.5,401.19,136617.82,4986.73
24-10-1980,633,401.01,132163.14,4856.16
27-10-1980,637.25,406.42,135406.67,4893.87
28-10-1980,631.75,405.23,134566.71,4869.01
29-10-1980,644,411.75,135210.13,4954.28
30-10-1980,642.5,412.66,135442.52,4955.7
31-10-1980,629,404.91,134300.04,4911.2
03-11-1980,640.5,414.58,133752.01,4864.65
04-11-1980,646,418.09,135858.22,4977.53
05-11-1980,652,427.16,137919.42,5045.7
06-11-1980,632,414.49,134094.47,4903.26
07-11-1980,596,392.9,128831.26,4644.88
10-11-1980,612.5,395.29,129406.39,4787
11-11-1980,598.5,385.18,126397.86,4656.62
12-11-1980,619.5,400.05,130869.34,4723.74
13-11-1980,622,400.33,131199.43,4737.44
14-11-1980,612.5,396.48,131130.86,4764.94
17-11-1980,611.75,401.25,129952.58,4712.37
18-11-1980,619,403.91,131417.41,4615.67
19-11-1980,629.75,408.59,133528.89,4912.33
20-11-1980,630.5,410.68,135517.93,4930.16
21-11-1980,634.75,415.47,136186.84,5008.56
24-11-1980,631,412.75,135490.25,4993.74
25-11-1980,616.25,402.53,131045.84,4795.56
26-11-1980,623,407.86,135375.42,4882.58
27-11-1980,622,407.95,133802.66,4844.76
28-11-1980,619.75,406.73,134552.92,4871.92
01-12-1980,635,419.19,138487.36,4990.41
02-12-1980,627,414.59,135647.21,4945.45
03-12-1980,627.25,414.01,134034.32,4945.17
04-12-1980,631.5,417.49,133718.44,4988.28
05-12-1980,617,410.93,131101.88,4893.55
08-12-1980,617.25,411.18,128210.41,4846.85
09-12-1980,604,405.97,128057.55,4841.07
10-12-1980,579,393.29,124870.5,4691.77
11-12-1980,558,381.09,120593.48,4572.94
12-12-1980,562.75,382.18,116463.72,4366.03
15-12-1980,579,389.73,121254.34,4588.74
16-12-1980,561,384.35,116983.07,4444.58
17-12-1980,575.5,388.86,119386.74,4530.23
18-12-1980,573.5,388.78,120905.87,4575.87
19-12-1980,575,379.74,116881.88,4423.58
22-12-1980,594.75,397.72,123244.99,4692.4
23-12-1980,602.5,399.21,125076.01,4742.89
24-12-1980,602.5,398.45,125372.89,4739.7
25-12-1980,602.5,398.45,125372.89,4739.7
26-12-1980,602.5,398.45,125372.89,4739.7
29-12-1980,593.75,396.03,124461.53,4759.57
30-12-1980,589.75,391.8,119290.01,4609.43
31-12-1980,589.75,392.41,119823.1,4620.33
01-01-1981,589.75,392.41,119823.1,4620.33
02-01-1981,589.75,396.09,119311.02,4648.5
05-01-1981,597.5,395.27,118058.75,4604.66
06-01-1981,599.25,395.28,119568.3,4705.55
07-01-1981,585,387.88,118325.61,4647.04
08-01-1981,574.75,384.36,115599.02,4540.33
09-01-1981,577.75,388.87,117681.65,4603.13
12-01-1981,562,378.96,115027.7,4471.73
13-01-1981,562.75,382.95,114929.95,4507.24
14-01-1981,556.5,377.62,114080.38,4461.92
15-01-1981,571.5,388.71,114213.16,4494.8
16-01-1981,560.75,382.63,114044.93,4474.68
19-01-1981,566.75,386.47,112923.79,4421.78
20-01-1981,562,382.75,113072.71,4444.65
21-01-1981,578,391.84,114796.87,4561.23
22-01-1981,564,387.79,113836.53,4532.77
23-01-1981,553,381.41,111798.94,4401.75
26-01-1981,528.5,367.71,107948.92,4197.28
27-01-1981,524,366.82,104700.74,4154.43
28-01-1981,523.5,368.88,107229.73,4187.03
29-01-1981,493.75,349.42,103306.27,4063.94
30-01-1981,506.5,363.31,104952,4123.21
02-02-1981,493.5,353.36,100151.8,4024.97
03-02-1981,486.25,351.25,102062.53,4034.72
04-02-1981,505,361.61,102337.16,4071.8
05-02-1981,498.5,361.24,100865.25,4040.87
06-02-1981,500.5,361.93,103179.98,4111.96
09-02-1981,512.5,371.01,105068.41,4180.73
10-02-1981,519.5,377.32,105555.86,4217.49
11-02-1981,501,364.39,102998.41,4111.03
12-02-1981,490.25,361.7,101267.65,4056.8
13-02-1981,491.5,367.37,102263.01,4018.13
16-02-1981,490.25,372.24,100981.84,4006.9
17-02-1981,500.75,373.46,103046.87,4096.48
18-02-1981,505,375.08,103545.14,4120.69
19-02-1981,503.25,367.49,104616.73,4118.75
20-02-1981,511.5,366.88,106505.08,4219.94
23-02-1981,501.5,362.16,105563.19,4218.02
24-02-1981,503,365.04,104279.95,4167.66
25-02-1981,500.5,362.34,104838.92,4204.24
26-02-1981,492,357.82,102888.63,4100.68
27-02-1981,489,357.95,102819.77,4082.88
02-03-1981,465.5,344.46,100100.98,3895.23
03-03-1981,471,348.93,97213.11,3807.79
04-03-1981,465.5,341.58,99196.58,3919.37
05-03-1981,461.5,339.08,95484.82,3756.33
06-03-1981,467,343.28,96443.1,3814.74
09-03-1981,474.25,346.15,97568.16,3847.16
10-03-1981,487.25,353.26,100117.75,3938.59
11-03-1981,476.25,347.21,98723.13,3885.51
12-03-1981,478,347.99,99071.32,3895.66
13-03-1981,492,357.69,102236.73,4043.22
16-03-1981,499.75,360.59,103498.16,4041.78
17-03-1981,493.25,355.17,103560.92,4077.69
18-03-1981,506,359.93,105979.33,4166.05
19-03-1981,510,360.56,107079.4,4059.98
